filename	classname	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	is_reference	multi_labeled
267147__edufigg__goat-choir-minor-third-two-goats-bleating-simultaneously.wav	014Animal_Livestock_ farm animals_ working animals_Goat_Bleat	Animal	"Livestock, farm animals, working animals"	Goat	Bleat			FALSE	FALSE
57794__reinsamba__1202-goat.wav	014Animal_Livestock_ farm animals_ working animals_Goat_Bleat	Animal	"Livestock, farm animals, working animals"	Goat	Bleat			FALSE	FALSE
62025__lukeirl__small-goat-bleating.wav	014Animal_Livestock_ farm animals_ working animals_Goat_Bleat	Animal	"Livestock, farm animals, working animals"	Goat	Bleat			FALSE	FALSE
87306__cormi__goatsherd-walking-and-bleating-01.wav	014Animal_Livestock_ farm animals_ working animals_Goat_Bleat	Animal	"Livestock, farm animals, working animals"	Goat	Bleat			FALSE	FALSE
015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop_reference.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			TRUE	FALSE
124132__markthai__horsecentralpark.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
15653__dobroide__horse-at-walk.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
17336__acclivity__calecheride 1.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
33848__acclivity__horsegoingby.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
362958__gastonsaenz__fly-4-horse-steps-03.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
362959__gastonsaenz__fly-4-horse-steps-01.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
369538__ylearkisto__hevoset-ohi-kaviot-two-horses-passing-by-walking-on-asphalt-hooves-clattering.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
388391__maadmacs__horse-and-carriage.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
75091__lukeirl__bled-horseclops2.wav	015Animal_Livestock_ farm animals_ working animals_Horse_Clip-clop	Animal	"Livestock, farm animals, working animals"	Horse	Clip-clop			FALSE	FALSE
016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny_reference.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			TRUE	FALSE
149024__foxen10__horse-whinny.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
189282__crater-rf__amb-hipica-renill.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
19813__acclivity__neigh3.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
269571__shadowisp__horse-neigh-shortened.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
322443__goodlistener__stable-noises-birds-and-horses-neighing.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
322445__goodlistener__horse-whinny-1.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
347036__kubuzz__horse-s-whinny.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
59569__3bagbrew__horse.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
79084__axiyee__redbarn-horse-whinny.wav	016Animal_Livestock_ farm animals_ working animals_Horse_Neigh_ whinny	Animal	"Livestock, farm animals, working animals"	Horse	"Neigh, whinny"			FALSE	FALSE
017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)_reference.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			TRUE	FALSE
116267__dobroide__20110306-horse-snort.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
18231__dobroide__20060419-horse-snort 1.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
270841__arnaud-coutancier__horse-in-forest 1.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
32044__erh__horse-snort-7.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
322443__goodlistener__stable-noises-birds-and-horses-neighing.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
32854__dobroide__20070325-distant-snort.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
392307__dobroide__20170507-horse-snort.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
418427__soundslikewillem__snorting-horse.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
61605__andune__schnauf.wav	017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse)	Animal	"Livestock, farm animals, working animals"	Horse	Snort (horse)			FALSE	FALSE
018Animal_Livestock_ farm animals_ working animals_Pig_Oink_reference.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			TRUE	FALSE
221675__nebulousflynn__farmyard-sounds-pig-sheep-donkey-ducks-chickens.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
233157__jarredgibb__pig-snort-3-96khz.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
233158__jarredgibb__pig-snort-9-96khz.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
233179__jarredgibb__pig-multiple-snorts-6-2-pigs-96khz1.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
233182__jarredgibb__pig-multiple-snorts-3-2-pigs-96khz.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
233183__jarredgibb__pig-multiple-snorts-2-2-pigs-96khz.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
327842__heisz50__state-fair-pig.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
365135__gibarroule__big-pig-loud-oink.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
76796__robinhood76__01161-boar-oink-3.wav	018Animal_Livestock_ farm animals_ working animals_Pig_Oink	Animal	"Livestock, farm animals, working animals"	Pig	Oink			FALSE	FALSE
019Animal_Wild animals_Bird_Bird flight_ flapping wings_reference.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			TRUE	FALSE
140210__autistic-lucario__flapping-sound.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
19295__martian__wing-flaps-layered.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
240476__godowan__wings.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
330966__adam-n__bird-flap-b-01.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
365485__shanaygroen__bird-in-cage-flapping-wings.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
381954__bbrocer__flapping-foley.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
95833__cmusounddesign__rg-birds-fly 1.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
98303__bruceosonhadordeverdade__flapping-bird_2.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
98303__bruceosonhadordeverdade__flapping-bird_3.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings	Animal	Wild animals	Bird	"Bird flight, flapping wings"			FALSE	FALSE
020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet_reference.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		TRUE	FALSE
250794__arseniiv__bird-1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
264482__aglinder__aviary-birds-011.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
32651__unclesigmund__bird 1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
330325__maycuddlepie__tweets1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
339326__inspectorj__bird-whistling-a.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
364663__jmiddlesworth__bird-call-in-spring 1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
386732__ken788__birds-tweeting 1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
74825__robinhood76__01099-tweeting-bird-1.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
9327__tigersound__bird-tweet-4.wav	020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet	Animal	Wild animals	Bird	"Bird vocalization, bird call, bird song"	"Chirp, tweet"		FALSE	FALSE
021Animal_Wild animals_Bird_Crow_Caw_reference.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		TRUE	FALSE
108766__soundbytez__crows.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
117293__bansemer__birds-crow-song-birds 1.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
124925__inchadney__crow.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
138344__unclesigmund__crow 1.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
261325__vlatkoblazek__crows.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
386768__ken788__crows1.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
54973__davidworksonline__crow1.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
56234__q-k__crows-02.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
9874__vixuxx__crow.wav	021Animal_Wild animals_Bird_Crow_Caw	Animal	Wild animals	Bird	Crow	Caw		FALSE	FALSE
022Animal_Wild animals_Bird_Owl_Hoot_reference.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		TRUE	FALSE
202917__sean-townsend__tawny-owl-male 1.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
353173__ivolipa__screech-owl.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
361899__andrewjonesfoto__owl1.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
385097__freemaster2__owl-hoot.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
54987__manda-g__owls.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
64544__benboncan__tawny-owls-1 1.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
64544__benboncan__tawny-owls-2 1.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
92639__cgeffex__hoot-owl.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
92640__cgeffex__hoot-owl2.wav	022Animal_Wild animals_Bird_Owl_Hoot	Animal	Wild animals	Bird	Owl	Hoot		FALSE	FALSE
023Animal_Wild animals_Bird_Pigeon_ dove_Coo_reference.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		TRUE	FALSE
18049__dobroide__20060402-pigeon1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
20472__acclivity__woodpigeonnr1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
20472__acclivity__woodpigeonnr2.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
232608__timbre__remix-of-13570-acclivity-collareddove1 1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
232608__timbre__remix-of-13570-acclivity-collareddove2.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
24972__dobroide__20061105-pigeon1 1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
24972__dobroide__20061105-pigeon2 1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
319512__squashy555__pigeon2.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
45922__dobroide__20071229-cooing 1.wav	023Animal_Wild animals_Bird_Pigeon_ dove_Coo	Animal	Wild animals	Bird	"Pigeon, dove"	Coo		FALSE	FALSE
024Animal_Wild animals_Frog_Croak_reference.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			TRUE	FALSE
102908__e330__frog-in-the-tropical-garden.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
189795__magixmusic__frogs-forever 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
326648__150128__bull-frog 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
32852__dobroide__20070325-croak-01 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
354132__betterchinese__frog-croaking-sound-effect.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
391520__kamix0__frogs-croaking.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
67261__benboncan__frog-croaking 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
99644__juskiddink__frogs1 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
99644__juskiddink__frogs2 1.wav	024Animal_Wild animals_Frog_Croak	Animal	Wild animals	Frog	Croak			FALSE	FALSE
025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz_reference.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		TRUE	FALSE
102562__earthsounds__bee-buzz.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
120649__dobroide__20110505-solitary-bee.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
194932__soundmary__bee-fly.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
21681__eartrumpet__bees.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
353198__pillonoise__bees-a-lot-of-them 1.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
48397__dobroide__20080206-rbd-bees-02 1.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
95817__dobroide__20100424-bee.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
99955__cgeffex__bumble-bee-long 1.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
99956__cgeffex__bumble-bee-short.wav	025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz	Animal	Wild animals	Insect	"Bee, wasp, etc."	Buzz		FALSE	FALSE
026Animal_Wild animals_Insect_Cricket_reference.wav	026Animal_Wild animals_Insect_Cricket	Animal	Wild animals	Insect	Cricket			TRUE	FALSE
164485__adam-n__cricket-2.wav	026Animal_Wild animals_Insect_Cricket	Animal	Wild animals	Insect	Cricket			FALSE	FALSE
