	imitation_id	imitation_filename	category_id	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	reference_filename	included	draft	training	participant_id	satisfaction	participants_sound_recording_description	participants_sound_recording_description_confidence
115	115	002Animal_Domestic animals_ pets_Cat_Meow-6481914177257472.wav	2	Animal	Domestic animals, pets	Cat	Meow			002Animal_Domestic animals_ pets_Cat_Meow_reference.wav	True	False	False	4691160000000000.0	Mostly satisfied	nice voice of cat	Very confident
116	116	002Animal_Domestic animals_ pets_Cat_Meow-6542550793977856.wav	2	Animal	Domestic animals, pets	Cat	Meow			002Animal_Domestic animals_ pets_Cat_Meow_reference.wav	True	False	False	5466390000000000.0	Neither satisfied or dissatisfied	cat	Confident
117	117	002Animal_Domestic animals_ pets_Cat_Meow-6565953802338304.wav	2	Animal	Domestic animals, pets	Cat	Meow			002Animal_Domestic animals_ pets_Cat_Meow_reference.wav	False	True	False	5028750000000000.0			
118	118	002Animal_Domestic animals_ pets_Cat_Meow-6710829491683328.wav	2	Animal	Domestic animals, pets	Cat	Meow			002Animal_Domestic animals_ pets_Cat_Meow_reference.wav	False	True	False	5028750000000000.0			
119	119	003Animal_Domestic animals_ pets_Cat_Purr-4682006126395392.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
120	120	003Animal_Domestic animals_ pets_Cat_Purr-4841806021787648.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5706800000000000.0	Neither satisfied or dissatisfied	purring cat	Very confident
121	121	003Animal_Domestic animals_ pets_Cat_Purr-4893944777277440.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	4883480000000000.0	Mostly satisfied	cat purring	Very confident
122	122	003Animal_Domestic animals_ pets_Cat_Purr-4906974902747136.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	6068830000000000.0	Somewhat satisfied	cat fowl	Confident
123	123	003Animal_Domestic animals_ pets_Cat_Purr-5015882925342720.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
124	124	003Animal_Domestic animals_ pets_Cat_Purr-5070034946752512.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6286100000000000.0			
125	125	003Animal_Domestic animals_ pets_Cat_Purr-5080975302197248.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5167240000000000.0	Somewhat satisfied	I just use my mouth not anything else.	Confident
126	126	003Animal_Domestic animals_ pets_Cat_Purr-5084698770407424.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5706800000000000.0			
127	127	003Animal_Domestic animals_ pets_Cat_Purr-5093824770605056.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5733940000000000.0	Mostly satisfied	snoring	Neutral
128	128	003Animal_Domestic animals_ pets_Cat_Purr-5104089205571584.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5013300000000000.0			
129	129	003Animal_Domestic animals_ pets_Cat_Purr-5116007471382528.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5013300000000000.0			
130	130	003Animal_Domestic animals_ pets_Cat_Purr-5146118144917504.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5178080000000000.0	Neither satisfied or dissatisfied	a electric hammer	Neutral
131	131	003Animal_Domestic animals_ pets_Cat_Purr-5167132077719552.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5706800000000000.0			
132	132	003Animal_Domestic animals_ pets_Cat_Purr-5193951464128512.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5013300000000000.0			
133	133	003Animal_Domestic animals_ pets_Cat_Purr-5224407882530816.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
134	134	003Animal_Domestic animals_ pets_Cat_Purr-5238638182924288.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	5502400000000000.0			
135	135	003Animal_Domestic animals_ pets_Cat_Purr-5270555158642688.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
136	136	003Animal_Domestic animals_ pets_Cat_Purr-5279883827609600.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	6020600000000000.0	Somewhat satisfied	Helicopter	Confident
137	137	003Animal_Domestic animals_ pets_Cat_Purr-5368173859700736.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5417520000000000.0	Somewhat satisfied	Sleep snor	Confident
138	138	003Animal_Domestic animals_ pets_Cat_Purr-5464105175482368.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5168400000000000.0	Somewhat satisfied	snoring	Confident
139	139	003Animal_Domestic animals_ pets_Cat_Purr-5543002114097152.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	5502400000000000.0			
140	140	003Animal_Domestic animals_ pets_Cat_Purr-5547743757991936.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5177220000000000.0	Neither satisfied or dissatisfied	cat purring	Confident
141	141	003Animal_Domestic animals_ pets_Cat_Purr-5578832878764032.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
142	142	003Animal_Domestic animals_ pets_Cat_Purr-5649521866440704.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	False	False	5013300000000000.0	Neither satisfied or dissatisfied	cat purr	Confident
143	143	003Animal_Domestic animals_ pets_Cat_Purr-5666083260334080.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5013300000000000.0			
144	144	003Animal_Domestic animals_ pets_Cat_Purr-5669394411683840.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	False	True	5502400000000000.0	Somewhat satisfied	bike engine sound	Confident
145	145	003Animal_Domestic animals_ pets_Cat_Purr-5682747733442560.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5763260000000000.0	Completely satisfied	Other Mouse Voices	Very confident
146	146	003Animal_Domestic animals_ pets_Cat_Purr-5685925472370688.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5706800000000000.0			
147	147	003Animal_Domestic animals_ pets_Cat_Purr-5722721933590528.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5662980000000000.0	Completely satisfied	BIKE SOUND	Very confident
148	148	003Animal_Domestic animals_ pets_Cat_Purr-5731346630574080.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5526170000000000.0	Somewhat satisfied	motorcycle	Neutral
149	149	003Animal_Domestic animals_ pets_Cat_Purr-5733348085334016.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	False	False	5648090000000000.0	Mostly satisfied	Snoring	Confident
150	150	003Animal_Domestic animals_ pets_Cat_Purr-5742636757417984.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5013300000000000.0			
151	151	003Animal_Domestic animals_ pets_Cat_Purr-5828643209084928.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5373820000000000.0	Neither satisfied or dissatisfied	A cat or lion purring	Very confident
152	152	003Animal_Domestic animals_ pets_Cat_Purr-5833505112064000.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
153	153	003Animal_Domestic animals_ pets_Cat_Purr-5912010134913024.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	5119110000000000.0	Mostly satisfied	helicopter flying 	Confident
154	154	003Animal_Domestic animals_ pets_Cat_Purr-5939378203394048.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
155	155	003Animal_Domestic animals_ pets_Cat_Purr-5982716570894336.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6582090000000000.0			
156	156	003Animal_Domestic animals_ pets_Cat_Purr-5998594528116736.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5168400000000000.0			
157	157	003Animal_Domestic animals_ pets_Cat_Purr-6016900215603200.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
158	158	003Animal_Domestic animals_ pets_Cat_Purr-6061487344844800.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
159	159	003Animal_Domestic animals_ pets_Cat_Purr-6100304185524224.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	5502400000000000.0			
160	160	003Animal_Domestic animals_ pets_Cat_Purr-6104450976448512.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	5502400000000000.0			
161	161	003Animal_Domestic animals_ pets_Cat_Purr-6141782832185344.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
162	162	003Animal_Domestic animals_ pets_Cat_Purr-6213508517593088.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	4942930000000000.0			
163	163	003Animal_Domestic animals_ pets_Cat_Purr-6214824119762944.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6286100000000000.0			
164	164	003Animal_Domestic animals_ pets_Cat_Purr-6244047077244928.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6286100000000000.0			
165	165	003Animal_Domestic animals_ pets_Cat_Purr-6277852496396288.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	5119110000000000.0			
166	166	003Animal_Domestic animals_ pets_Cat_Purr-6285596590866432.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6286100000000000.0			
167	167	003Animal_Domestic animals_ pets_Cat_Purr-6300929624113152.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	6286100000000000.0	Somewhat satisfied	cat purring	Very confident
168	168	003Animal_Domestic animals_ pets_Cat_Purr-6307390328668160.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
169	169	003Animal_Domestic animals_ pets_Cat_Purr-6363076727144448.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	True	False	False	4755000000000000.0	Somewhat satisfied	Vehicle sound	Neutral
170	170	003Animal_Domestic animals_ pets_Cat_Purr-6481461058207744.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	True	5502400000000000.0			
171	171	003Animal_Domestic animals_ pets_Cat_Purr-6549003713904640.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
172	172	003Animal_Domestic animals_ pets_Cat_Purr-6566071913938944.wav	3	Animal	Domestic animals, pets	Cat	Purr			003Animal_Domestic animals_ pets_Cat_Purr_reference.wav	False	True	False	6020600000000000.0			
173	173	004Animal_Domestic animals_ pets_Dog_Bark-4724934324518912.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5073520000000000.0	Mostly satisfied	dog barking	Very confident
174	174	004Animal_Domestic animals_ pets_Dog_Bark-4805813122105344.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5466390000000000.0	Neither satisfied or dissatisfied	dog barking	Confident
175	175	004Animal_Domestic animals_ pets_Dog_Bark-4876028589637632.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5417520000000000.0	Somewhat satisfied	Dog barking	Confident
176	176	004Animal_Domestic animals_ pets_Dog_Bark-4959291899379712.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	False	True	False	5168400000000000.0			
177	177	004Animal_Domestic animals_ pets_Dog_Bark-5076324926357504.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	False	False	True	5178080000000000.0	Completely satisfied	dog barking	Very confident
178	178	004Animal_Domestic animals_ pets_Dog_Bark-5088548537499648.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	6288440000000000.0	Neither satisfied or dissatisfied	dog barking	Very confident
179	179	004Animal_Domestic animals_ pets_Dog_Bark-5148362265329664.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5653160000000000.0	Somewhat satisfied	Dog barking	Very confident
180	180	004Animal_Domestic animals_ pets_Dog_Bark-5156937704407040.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5526170000000000.0	Somewhat satisfied	dog bark	Very confident
181	181	004Animal_Domestic animals_ pets_Dog_Bark-5252192025968640.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5392930000000000.0	Mostly satisfied	dog barking	Very confident
182	182	004Animal_Domestic animals_ pets_Dog_Bark-5743257380192256.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5727950000000000.0	Mostly dissatisfied	Dog barking	Very confident
183	183	004Animal_Domestic animals_ pets_Dog_Bark-5755685136498688.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5048140000000000.0	Somewhat satisfied	dog bark	Very confident
184	184	004Animal_Domestic animals_ pets_Dog_Bark-5837525201453056.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	False	False	True	4881240000000000.0	Somewhat satisfied	dog barking	Very confident
185	185	004Animal_Domestic animals_ pets_Dog_Bark-5841347185475584.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5168400000000000.0	Somewhat satisfied	Dog barking	Confident
186	186	004Animal_Domestic animals_ pets_Dog_Bark-5949241595789312.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5097550000000000.0	Mostly satisfied	dog barking	Very confident
187	187	004Animal_Domestic animals_ pets_Dog_Bark-5963713488093184.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	4883480000000000.0	Mostly satisfied	Dog Barking	Very confident
188	188	004Animal_Domestic animals_ pets_Dog_Bark-5979344484696064.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5119110000000000.0	Somewhat satisfied	dog barking	Confident
189	189	004Animal_Domestic animals_ pets_Dog_Bark-6205036157730816.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	False	True	False	5763260000000000.0			
190	190	004Animal_Domestic animals_ pets_Dog_Bark-6235170453585920.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	6339860000000000.0	Somewhat satisfied	dark barking and panting	Very confident
191	191	004Animal_Domestic animals_ pets_Dog_Bark-6259737666519040.wav	4	Animal	Domestic animals, pets	Dog	Bark			004Animal_Domestic animals_ pets_Dog_Bark_reference.wav	True	False	False	5502400000000000.0	Mostly satisfied	dog barking	Confident
